district,taluka,rainfall,total_recharge,rainfall_recharge,surface_irrigation_recharge,groundwater_irrigation_recharge,canal_recharge,water_body_recharge,artificial_structure_recharge,extractable_groundwater,groundwater_extraction_total,agriculture_extraction,domestic_extraction,industrial_extraction,natural_discharge,stage_of_extraction,category,future_groundwater_availability,year
Akola,Patur,800.7677845216483,6355.025686102861,4804.442640073832,185.33491559527266,855.2807452805539,16.380790427470746,108.6440858983701,384.96180212361185,5977.682209341259,3750.690399511201,3522.2956920682655,228.4118018742738,0.0,377.3434767616018,62.744894562143806,safe,2226.991809830058,2024-2025
Akola,Telhara,736.9654247555459,8164.6469644125,4455.24419466785,1001.636789348072,841.590490220368,1435.658436273173,2.7207790638191294,427.77879243275856,7373.418144006013,4432.17562674985,4286.800790917767,145.341836995152,0.0,791.2288204064871,62.23598258891779,safe,2972.892517256162,2024-2025
Amravati,Achlapur,975.8754466244593,8106.340345221991,5058.650595974038,1152.068933554639,1125.0796782052767,500.57805599146013,40.717593617953426,229.24507513056582,7351.589993705227,5547.166078697421,5121.863493479857,425.29813315506533,0.0,754.7503515167637,76.78623207099176,semi_critical,2490.692969705054,2024-2025
Amravati,Amravati,872.4308356473123,8373.42279977063,6558.949864524438,332.24719160467595,1097.6560970264445,69.95657013815091,14.15620459405319,300.46249393476,7718.41860841793,4846.827142087503,4399.975414112265,446.84498102783886,0.0,655.0041913526993,62.928636520810244,safe,2947.335447004724,2024-2025
Amravati,Anjangaon Surji,676.3357426711974,5784.9155400175305,2820.012524584717,1245.0120198853606,507.68854334600013,1103.37194400854,4.448867572211336,104.38550745349818,5368.164293718675,2652.865874173761,2539.5849964076924,113.28361179648468,0.0,416.7512462988552,46.429698874623845,safe,2776.1926406504426,2024-2025
Amravati,Bhatkuli,758.9006635512407,4414.994879750008,3720.3035698439057,0.0,685.4517975431182,0.0,1.6878799249530956,7.553536875199228,4067.356060731116,3574.179435951499,2742.325052672843,831.8602074135388,0.0,347.63881901889226,55.142742033463385,safe,2035.4808073706267,2024-2025
Amravati,Chandur Railway,831.6933300752199,5370.808210168258,4065.363377547933,258.72420436730124,646.4748511941054,88.8386170212766,12.580685705787245,298.8286455629828,5044.592366289353,3188.6388560951045,2585.85178775866,602.7885587993056,0.0,326.2158438789047,63.20904890954686,safe,2020.773510194248,2024-2025
Amravati,Chandur Bazar,766.6630560521611,7104.222977919606,5087.103004342589,586.8885416003351,1019.1093459495111,166.19354838709677,44.96612353704297,199.97478143336164,6576.151680535299,7477.773678993436,7102.788319132615,374.973285578059,0.0,528.0712973843065,116.9932633064781,over_exploited,1563.1558417965423,2024-2025
Amravati,Chikhaldara,1354.378388174483,3201.1636297898126,2378.1494130233723,106.92620999999998,381.10417369913233,10.85,21.148091133867787,302.97176280623785,2954.9647339482613,1739.8818426928005,1582.5302823838447,157.35706084534564,0.0,246.19889584155135,58.87995287064107,safe,1253.4273140237033,2024-2025
Amravati,Daryapur,647.4351246637233,4775.427269156623,4639.120672481754,0.0,136.30659667486964,0.0,0.0,0.0,4416.0325553616485,1077.4925751170565,887.6163964422708,189.86336565247188,0.0,359.39471379497445,-100000.0,salinity,3401.6339500938384,2024-2025
Amravati,Dhamangaon Railway,800.7767037458956,6365.31324948542,5089.286472580585,243.1559847910414,818.4416850411199,21.363936170212767,7.528239365228485,185.54028918219342,5797.947135106136,3737.8788163067975,3273.7574583067308,464.1115297598581,0.0,567.3661143792842,64.46900479092369,safe,2060.068318799338,2024-2025
Amravati,Dharni,1342.7667177131189,3852.4277799998245,2738.718044389046,321.03863999999993,401.64499616916015,61.95000000000001,120.3518959630448,208.72610555947293,3625.7951364696933,1867.7852885248474,1659.2964492856916,208.44991422757192,0.0,226.6326435301312,51.51381195638767,safe,1765.5298479448459,2024-2025
Amravati,Morshi,845.6942059167546,9478.006757984298,5451.781257764378,878.2483816175289,1678.0901147236336,248.61919996675377,797.6182612073411,423.66980327463295,8860.26502900065,7190.033619517948,6785.924060264491,404.1015066407783,0.0,617.7417289836485,81.14919357360255,semi_critical,1782.9359376105883,2024-2025
Amravati,Nandgaon,779.5925260995821,7272.099724684195,5675.37145845136,106.27199999999998,1048.1331963640648,51.63,29.795570280621682,360.9125111919412,6908.173182484248,4634.310997500649,4192.610591236862,441.6974241942195,0.0,363.9265421999471,67.0844646635524,safe,2325.762184983601,2024-2025
Amravati,Tiwsa,870.6345679241432,9009.129469118194,4585.626001995883,2192.6285248191175,1288.0070192230462,617.2981283165092,20.283403426648295,305.30198216753934,8527.883815967143,5383.8304531145195,5152.063163460775,231.76622970832608,0.0,481.24565315105065,63.13208023582744,safe,3152.1575170045676,2024-2025
Amravati,Warud,901.4778059884434,11101.644981083506,6468.035112523889,457.3269071999998,2748.327461679473,83.28999999999999,206.31353523928388,1138.3311145520497,10072.769806934746,12137.928578727719,11779.721061273842,358.2064936116853,0.0,1028.8751741487595,120.50239220567896,over_exploited,36.52122820702836,2024-2025
Aurangabad,Aurangabad,647.9600748945523,14115.914898494748,8931.267043483536,1641.3853915941218,2030.0278130632125,30.781803400635773,421.0687298091667,1061.3714125011509,13410.121273686236,8940.786532743738,8275.254997814514,665.5441334395442,0.0,705.7936248085116,66.67192898760455,safe,4469.344740942497,2024-2025
Aurangabad,Fulambre,636.0374324197631,5341.9236278388125,3757.859327206787,278.8937837008354,835.4122381745979,2.1536187627003835,44.052057477203476,423.5559174160037,5074.82029722856,3495.353328857379,3367.445001874492,127.90841287559506,0.0,267.10333061025267,68.87639609162608,safe,1579.4669683711795,2024-2025
Aurangabad,Gangapur,657.7319929073028,15341.598185625266,10937.186233923981,393.3122885932584,1978.4921820175844,63.5550931127757,263.97467055645535,1705.057458400035,14574.51545521937,9205.874104586472,8708.681942354655,497.1848432917971,0.0,767.0827304058948,63.164186369500875,safe,5368.641350632897,2024-2025
Aurangabad,Kannad,787.0888197302553,18939.615255645433,13937.796148231873,459.81513323952765,2248.840629045846,19.41565447981664,867.4869963309133,1406.2637698461835,17992.634898034194,10524.17654760169,10011.908825791099,512.2714678291131,0.0,946.980357611239,58.49158062308884,safe,7468.458350432504,2024-2025
Aurangabad,Khuldabad,818.1544049034856,6747.478543666327,4294.9770831622545,567.1324290410207,877.6649301604104,25.808143260528325,94.83036894550278,887.0629022086489,6410.10806874795,4019.6907802391324,3807.737083695777,211.95324173416248,0.0,337.3704749183771,62.70862732934043,safe,2390.417288508818,2024-2025
Aurangabad,Paithan,625.6063485078806,20533.30321426068,12373.298021279857,3747.9774239840854,2789.7223114833046,354.3920689655173,212.03256168604634,1055.8877494452165,19506.622922721108,12809.61496657646,12353.48075859975,456.135014329428,0.0,1026.680291539571,65.66802986515906,safe,6697.007956144649,2024-2025
Aurangabad,Sillod,673.5098134176183,14561.770234686996,10353.82908738647,732.3064112629212,2157.490740650721,21.569921348314605,57.013731994353456,1239.5558224796043,13827.534122420113,9116.224651911654,8724.093217847536,392.12377752873283,0.0,734.2361122668826,65.92805753507785,safe,4711.309470508459,2024-2025
Aurangabad,Soyegaon,716.6034007352941,5836.445423295868,3869.996066061638,711.8958527774881,743.4284569941184,29.367493486190725,61.98474895761348,419.7706323643227,5544.631942738654,3087.3441585880273,2979.370337907517,107.96667046042539,0.0,291.81348055721355,55.6816789729617,safe,2457.2877841506274,2024-2025
Aurangabad,Vaijapur,566.4732000654927,17977.61061648587,11111.8909892636,1248.0719898067416,2282.420698410205,57.59620318352059,2014.1661342427453,1263.4503353388347,17078.721019203822,11615.874928895446,11124.407134114655,491.4486885112017,0.0,898.8895972820465,68.01372840410129,safe,5462.856090308371,2024-2025
Beed,Ambejogai,741.4233874916537,10625.572575110622,8011.088676352093,613.0392278247734,1216.842636749104,81.51657703927492,6.718745137934995,696.3829261401346,10094.285184757036,5370.790647362277,4948.958052230664,419.1671704174133,2.6585544227111657,531.2873903535856,53.20625035908918,safe,4723.494537394759,2024-2025
Beed,Ashti,660.0,17389.95228687475,11618.767488411107,1623.2238000000002,2302.8260986269925,146.61,90.39000000000001,1608.1176357776699,16520.453810427793,10295.24991258664,9376.436288640678,914.626325901726,4.225,869.4984764469591,62.31820282133065,safe,6225.203897841156,2024-2025
Beed,Beed,686.9751704642415,16062.399961882833,11060.140216908414,1081.674,2260.784657412134,179.61,44.7192025561744,1435.4872556509908,15259.282093174745,9732.769700639754,9043.103770804102,682.6081214930015,7.062489675558124,803.1178687080883,63.78261861344762,safe,5526.512392534989,2024-2025
Beed,Dharur,732.4534781133356,3019.241355404066,2136.3690103224135,271.34999999999997,361.37530276593753,9.63,4.19338050796302,236.32519269783148,2868.2757436822303,1543.030426997016,1445.5268947172362,97.2917890177097,0.2092781145731853,150.96561172183556,53.79644653746251,safe,1325.2453166852138,2024-2025
Beed,Gevrai,686.0437260429553,18860.338088272732,12413.543852020866,2365.8960175778757,2560.8388376181447,279.85687889378517,27.929730137913833,1212.2878791336937,17917.318889931623,11843.130272009026,11115.185297828508,727.4584404298683,0.47397757906143134,943.0191983411096,66.09878601124916,safe,6074.188617922597,2024-2025
Beed,Kaij,723.2709293342422,14948.675994693906,11790.4308701053,0.0,2160.429363881091,0.0,35.241653611393474,962.5752216774137,14201.241923443573,8997.310966980784,8641.67822746489,353.53730676361914,2.101767672708673,747.4340712503326,63.35580377747048,safe,5203.930956462786,2024-2025
Beed,Majalgaon,710.4630233669214,12329.892752460999,7982.8930441226175,2308.972542422124,1472.3198837145076,245.02312110621486,18.334404312474316,302.35401351865534,11713.39628813667,6539.943456093859,6068.652941427696,452.2083805482051,19.097660620752603,616.4964643243293,55.83302481379816,safe,5173.452832042807,2024-2025
Beed,Parli,738.6293265749457,12017.182172901717,5793.787101630631,4182.452372175227,987.2811730365611,396.53342296072503,6.419377874683268,650.7208303164791,11416.321803648554,4255.398286459574,3949.108307284409,303.0177540901436,3.298277528787401,600.8603692531633,37.27468758895344,safe,7160.923517188981,2024-2025
Beed,Patoda,653.977776089089,8908.905073843522,5824.950375795369,726.6888,1325.2325752405468,33.379999999999995,18.891522890786465,979.7695875615389,8463.462086976278,5665.773377444992,5306.813050548852,358.6326060326722,0.34306987272232137,445.44298686724323,66.94392104814389,safe,2797.6887095312877,2024-2025
Beed,Shirur Ka,642.9990229126972,7405.681803697003,4864.985425067599,701.7192,898.8262335429591,43.3,40.110099287501086,856.7508383420367,7035.4036469011635,4095.419884504826,3756.860478463728,338.5120961109041,0.04355679490097883,370.2781567958391,58.211583727803706,safe,2939.9837623963367,2024-2025
Beed,Wadvani,714.1575909932558,9497.377934857843,6446.943939263588,1423.3319999999999,1059.863237412022,16.849999999999998,21.32188368317513,529.0406191835558,9022.498528920336,4580.903068921248,4239.460190589236,341.30850919473676,0.1403677182241181,474.8794059375068,50.772001283655676,safe,4441.595459999088,2024-2025
Bhandara,Bhandara,1377.174971776217,8704.877400011643,4590.42034301886,2114.130796774229,618.2528734925803,209.33885063444478,291.35496806712143,881.3658680535603,8269.632257144249,3435.3807415298293,2738.04819598401,672.3138909463278,25.019942891329514,435.24514286739395,41.54212224566523,safe,4756.484698742636,2024-2025
Bhandara,Lakhandur,1543.9580043518804,40764.29509249443,5059.534725488876,33921.19220471869,925.6099257727176,402.208908045977,189.73870454674636,266.01223932904617,36933.83472824993,3158.886294008152,2698.698972791333,437.512039838161,22.678499950722596,3830.4603642445,8.552825118892908,safe,33774.94843424177,2024-2025
Bhandara,Lakhani,1557.1,6144.70034735315,4016.304494162215,928.3385936125533,669.4864401063733,68.43418421513155,201.48634547856614,260.64662688109183,5837.4619719052735,3194.3393827252867,2718.7344613031473,444.7597250251158,30.842785057268124,307.23837544787693,54.721373742546106,safe,2643.122589179986,2024-2025
Bhandara,Mohadi,1376.3600652503203,6112.778991925958,3204.769864603439,529.4910016317817,788.389563962538,456.2129307494283,171.81177832176732,962.0986396215045,5807.135960284162,3313.9648388745914,2823.6910167546657,444.1287862744846,46.148020367063545,305.64303164179546,57.067112971682995,safe,2492.599234960723,2024-2025
Bhandara,Pauni,1430.0203822252756,16271.366755954685,6603.024825455222,7081.727355475481,1524.1040527571213,120.65982496373172,240.39714873695604,701.4440594911955,15082.793428875311,5500.281637894043,4964.037167862898,509.60911174573005,26.638541994523703,1188.5733270793735,36.46726094759084,safe,9578.4204943019,2024-2025
Bhandara,Sakoli,1557.1399850243354,7249.564365638542,4597.040417284724,1002.2477572965378,909.4557834008273,122.46581578486845,385.37596820848364,232.95905920608288,6876.895959532962,3558.6289983088354,3010.2735986612106,531.6895906070966,16.65141641090937,372.6684061055803,51.74760559487244,safe,3317.6469612241267,2024-2025
Bhandara,Tumsar,1377.1915602512377,8713.834562513915,4822.620265946213,1962.6663781876098,935.0817398436577,160.1358854280259,266.2805637101733,567.0724135284629,8250.837789787038,3953.728640591053,3298.81846140942,651.902965933289,3.0069933281831593,462.9967727268777,47.919117322667695,safe,4297.109149195985,2024-2025
Buldhana,Buldhana,790.9453726871667,7992.296593228722,5511.435032212253,119.67616340061988,1483.8613481035254,37.444270702741406,185.92958053458028,653.9327325717343,7572.755014508062,6231.241787757795,5937.133918860464,294.09079857000006,0.0,419.54157872065934,82.28500427941793,semi_critical,1385.123226750267,2024-2025
Buldhana,Chikhali,794.0245242089741,11638.81742700119,8327.656612003924,82.6121745870195,1974.9551731766167,26.84184373287403,178.58556888873213,1048.1355909702818,11048.279025414715,8266.528907224703,7903.655088886954,362.84643704804745,0.0,590.5384015864747,74.82186943513047,semi_critical,2781.7501181900125,2024-2025
Buldhana,Deulgaon Raja,782.0573485490127,5811.451056948781,4105.874740690731,115.26343408360128,842.2584541766436,32.92818327974277,114.7131899690326,600.4376967544367,5520.882529573575,3579.098691423972,3368.9945124702754,210.11219055941353,0.0,290.56852737520603,64.8283797427658,safe,1941.783838149603,2024-2025
Buldhana,Jalgaon,682.8317717363237,5724.875145989112,4067.606020807715,43.4808,1389.2289690851933,9.93,70.41531120697243,144.20770518531558,5420.484298336689,5928.525777297523,5746.143544074579,182.3893129415768,0.0,304.39084765242296,114.40635857826247,over_exploited,851.3258064516128,2024-2025
Buldhana,Khamgaon,722.17953521288,10672.42568042749,7491.1615336559025,560.9314486512149,1473.9304207383727,202.8973208529171,277.25917651603675,666.2390868448107,10048.726981577422,6287.328673195209,5898.049448313709,389.28094186547503,0.0,623.6986988500685,62.568409756996324,safe,3761.3983083822095,2024-2025
Buldhana,Lonar,809.7196176958143,7763.852115046192,5730.210979187576,129.8977030067739,1115.339096565711,65.81609387904759,203.5951329065279,519.0101715951396,7375.664455522745,4759.672347935636,4486.3558601066325,273.3228136032738,0.0,388.1876595234471,64.5321160776463,safe,2615.992107587109,2024-2025
Buldhana,Malakapur,743.3377693139818,5135.160034373112,3449.0519234623366,370.67642216084624,801.8818276861614,81.45085520916115,58.468785928907664,373.62798781497906,4853.000615022521,3366.0432984673594,3209.9579833121265,156.07458544750446,0.0,282.1594193505907,69.36004269292143,safe,1486.9573165551615,2024-2025
Buldhana,Mehkar,823.990696128925,11330.978065842251,8500.966697571024,227.7886370136249,1482.4358821017915,172.00233145951142,217.42724188647622,730.330430467303,10744.967870767012,6310.290696297486,5932.0246290491805,378.24417696814334,0.0,586.0101950752396,58.727869382144895,safe,4434.677174469525,2024-2025
Buldhana,Motala,749.1817897818559,5880.511751801536,3864.1468668445655,195.586432605185,775.6327643724815,64.46432676657543,130.76347225056966,849.9337004224745,5546.015337598144,3351.2055708968564,3106.356374077221,244.84222989529104,0.0,334.4964142033923,60.425465255712574,safe,2194.809766701288,2024-2025
Buldhana,Nandura,720.0775757575758,5639.057364444245,4235.823531564508,122.11067574031549,983.902861051718,43.49107800507739,40.43947742376166,213.29413820915636,5306.000420363302,4216.957571210069,4051.3672620552006,165.5050494834535,0.0,333.05694408094314,77.7710498629637,semi_critical,1219.0428491532325,2024-2025
Buldhana,Sangrampur,694.0098979216301,4615.2278953043115,3267.994391332035,147.6,942.5799323389233,85.53999999999999,46.08468879302755,125.44402254424125,4331.783249680075,4810.012329640328,4639.141663126286,170.87381893142455,0.0,283.4446456242367,118.81367059340626,over_exploited,1160.2236346272994,2024-2025
Buldhana,Shegaon,725.6308381882736,4014.166772151758,3387.7944050654455,33.13111304347826,375.9528896677543,10.188040579710146,55.36741788783341,151.72740475728153,3755.3884977632233,1766.3832650141462,1514.8645500397147,251.5054624187154,0.0,258.77827438853456,53.40800331891984,safe,1989.0052327490769,2024-2025
Buldhana,Sindkhed  Raja,745.4924657224309,8363.593086541183,5942.377650939647,103.09764570732067,1247.5920204040829,48.10565553264165,143.1709558075417,879.2522961560927,7945.402871581762,5280.263000705135,4994.005660546394,286.276293361306,0.0,418.1902149594207,66.45683152947468,safe,2665.1398708766264,2024-2025
Chandrapur,Ballarpur,1220.577192224622,5415.598299580799,5256.424346753531,0.0,112.77187645821814,0.0,16.70465842668088,29.694399149104598,4978.607365094123,1025.571691601363,492.7897429470361,531.3425831717386,1.4388018025199492,436.99093448667554,20.59956964656067,safe,3953.035673492761,2024-2025
Chandrapur,Bhadravati,1258.0371396919106,14346.22149821728,13450.080293321926,270.2523,355.01036319371576,33.46,31.817756760534387,205.60832036120664,13628.923813120155,2948.3864776225223,1483.4735381246783,1462.6183209587318,2.2791255420689533,717.2976850971263,21.63330368597555,safe,10680.542904509199,2024-2025
Chandrapur,Brahmapuri,1420.1957975761093,7900.281741153087,7302.098750702868,0.0,433.07218162692317,0.0,94.48580877830446,70.62232256638303,7443.013169851883,3303.192390319973,1863.2584339703803,1436.7478012208912,3.190319760093757,457.26857130120425,44.379773553265224,safe,4139.820779531909,2024-2025
Chandrapur,Chandrapur,1257.1514470396871,10187.704551556819,9863.087412112112,0.0,253.24302342822173,0.0,16.249048916804536,55.124141498530875,9625.938531953878,2132.170065262406,981.09492863456,1147.0244313095236,4.060382953553976,561.766019602941,22.15025639509893,safe,7493.762897679905,2024-2025
Chandrapur,Chimmur,1285.6333883940288,5941.819953254872,5200.333441445216,0.0,358.2709235561571,0.0,48.80133869602354,334.4215108899089,5642.158781352882,2539.12957518589,1188.841301395267,1349.8305923962494,0.4519405680162087,299.6611719019902,45.0028025368165,safe,3103.029206166992,2024-2025
Chandrapur,Gondpipri,1280.8644804575786,7560.175625979715,7272.787222000673,0.0,163.1634038953947,0.0,33.37761537114255,90.8468441578646,7182.16713879295,1838.6297065377953,737.7009773116356,1099.5125663965146,1.3973143668424177,378.0084871867648,25.599929255430826,safe,5343.537432255155,2024-2025
Chandrapur,Jiwati,1281.0,3448.6345835119873,3177.2360272380593,0.0,94.8391251163736,0.0,0.9908590373530503,175.56993922506106,3251.3410965712774,1045.1049073134245,430.5418476997777,613.35175294481,1.2010776344584517,197.29348694070995,32.143810085492,safe,2206.2330233457074,2024-2025
Chandrapur,Korpana,1281.0,2777.440461554691,2075.660324465634,439.7310007136239,96.1090171021215,60.614016532944326,3.8071298369694793,101.52196439451524,2563.194643163406,797.717634548381,345.34204977793235,449.7269647444488,2.6366771092014356,214.24581839128496,31.122007713150712,safe,1765.469488518276,2024-2025
Chandrapur,Mul,1304.35746623287,5468.862792779451,3918.3646369153753,1248.0479999999998,167.55217408045712,79.64,35.8271631599089,19.43881862371036,5185.717867927926,1709.6568795520197,676.6372010171553,1032.7150839206017,0.29520946176560403,283.1449248515255,32.96856718962138,safe,3476.0609883759053,2024-2025
Chandrapur,Nagbhind,1417.1572003612043,9143.342760163696,6890.91774180897,1498.9415787941816,436.2344312117582,93.0689176585868,97.1495204750978,127.02999536657985,8624.52288606778,2914.1257165634624,1695.8435067446098,1215.5476068375208,2.7302546510935457,518.819874095916,33.78883394548117,safe,5710.3971695043165,2024-2025
Chandrapur,Pobhurna,1260.432627869347,4696.963563563958,4056.384587420287,364.3160846817169,148.23712119849273,87.07592384458871,11.606643772549727,29.340484602130655,4452.859709703343,1242.6901676326481,619.956181996255,622.4393407212117,0.289848821018662,244.10385386061535,27.90768738850383,safe,3210.1695420706947,2024-2025
Chandrapur,Rajura,1281.0,7703.174954933322,7259.013648296307,55.80218847556529,211.6118577815049,4.155983467055677,1.3520111256774703,171.2420963804237,7300.674260265316,1977.6274581381942,738.39310252229,1237.3982823107413,1.835245256340112,402.50069466800596,27.088285104043592,safe,5323.037488136016,2024-2025
Chandrapur,Sawali,1297.7825571549533,8812.530216749845,5219.161481815927,3021.5373153182836,160.16822515768672,287.5840761554113,51.1013561680965,72.97415687267149,8369.941598657299,2047.2898405279177,594.8465078700322,1451.9208695257412,0.4934922163180636,442.5886180925463,24.460025394398723,safe,6322.651758129379,2024-2025
Chandrapur,Sindewali,1385.5048792737352,10870.46196712038,8077.794525036256,2138.817234897335,333.0071186634027,100.76108234141321,165.3269530878681,54.7476272371978,10192.212535577964,3366.0612339653508,1129.3521125882899,2235.6420092410513,1.041295995008979,678.2494315424156,33.02581477981781,safe,6826.151301612613,2024-2025
Chandrapur,Warora,1182.6096558723127,12342.027029880095,10621.305560666855,695.2434000000001,594.5591575295721,31.86,15.002136386988619,384.077378674711,11724.926601899822,3915.2362552286518,1967.2505674001015,1947.3627943002239,0.6190138616998834,617.1004279802728,33.392415903006636,safe,7809.690346671167,2024-2025
Dhule,Dhule,640.9106151369465,21210.11551052029,14909.859322866005,1583.5199143671562,2744.9921700739305,72.97739973870699,170.21616334140938,1728.5464237141382,20149.603156277895,11418.08190036549,10979.904229586142,393.9602887525631,44.20525285118203,1060.5123542423935,56.66653487817215,safe,8731.521255912405,2024-2025
Dhule,Sakri,541.1371886546016,21414.984528500816,12623.230922562472,3773.174758360116,2269.0250713005503,146.5026911703839,354.21427697699994,2248.832453051573,20186.50626718232,9706.688654260626,9171.555578155549,526.2982606274063,8.841034370978804,1228.4782613184943,48.08503524971539,safe,10479.817612921697,2024-2025
Dhule,Sindkheda,591.4087158987572,15424.619960978895,10596.59975457152,1788.8715272727272,1612.5227586255198,135.11990909090912,33.13955968159066,1258.3591232342887,14653.400576539785,6864.239445373885,6450.075192258312,399.33554562003053,14.808322777839168,771.2193844391095,46.84400327091029,safe,7789.161131165899,2024-2025
